simulation_id,mean_idx,cov_idx,n_samples,missingness_pct,actual_missingness_pct,mechanism,time_per_iteration,convergence_time,mu_error,sigma_error,true_mu,estimated_mu,true_sigma,estimated_sigma,mean_imputation_error,mean_imputation_cov_error,median_imputation_error,median_imputation_cov_error,mode_imputation_error,mode_imputation_cov_error,knn_imputation_error,knn_imputation_cov_error,mice_imputation_error,mice_imputation_cov_error,mean_imputation_time,median_imputation_time,mode_imputation_time,knn_imputation_time,mice_imputation_time
11,0,0,100,0.25000000000000006,0.248,MAR,0.003887642707143511,0.43541598320007324,0.4897960803492487,0.04036835199373221,"[0, 0, 0, 0, 0]","[0.11804188402892535, 0.07695423149134198, -0.4501204482885607, 0.1280584688944021, -0.03220203057095878]","[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]","[[0.7802243170054255, -0.014762482104921974, -0.09758790332836112, -0.2443841918148789, -0.19139644314751625], [-0.014762482104921974, 0.9587879977331287, 0.1909960521345047, 0.03572569607416273, 0.05973892405206897], [-0.09758790332836112, 0.1909960521345047, 0.8410291723346164, -0.25822288714497854, 0.49349254192833014], [-0.2443841918148789, 0.03572569607416273, -0.25822288714497854, 0.9115394648887915, 0.01870953832339028], [-0.19139644314751625, 0.05973892405206897, 0.49349254192833014, 0.01870953832339028, 1.1394037498631444]]",0.21907950508186932,0.042609816411799596,0.23104776092342472,0.04259004048106485,1.5851206845416415,0.05441790747885185,0.2650083345312718,0.044537253349824474,0.3352350050318375,0.038743900174049044,0.0007050037384033203,0.0005946159362792969,0.0018796920776367188,0.001720428466796875,0.22445416450500488
12,0,0,100,0.25000000000000006,0.248,MNAR,0.004272899765899216,0.2948300838470459,1.3190998141812276,0.040513838426153276,"[0, 0, 0, 0, 0]","[0.8273945337981066, 0.07695423149134198, -0.09387351132755992, 0.1280584688944021, 1.0120817377489804]","[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]","[[0.3094130766106637, -0.14463814330888863, 0.018521858398866786, -0.08115582688320137, 0.08170188301395727], [-0.14463814330888863, 0.9587879977331287, 0.11768496828705509, 0.03572569607416273, -0.03012846678396993], [0.018521858398866786, 0.11768496828705509, 0.9584633522154522, 0.007967979328129045, 0.3642774255448659], [-0.08115582688320137, 0.03572569607416273, 0.007967979328129045, 0.9115394648887915, 0.0750809658089528], [0.08170188301395727, -0.03012846678396993, 0.3642774255448659, 0.0750809658089528, 0.6002710313370393]]",1.3558546748241564,0.04852104670346094,1.1875364437723588,0.04812398055692071,0.7627697532098994,0.04297007765272501,1.354494629846911,0.0490576031257613,1.290248008651181,0.043605173464826175,0.0007140636444091797,0.0005986690521240234,0.0017476081848144531,0.0015192031860351562,0.24068665504455566
13,0,0,100,0.30000000000000004,0.3,MCAR,0.004304928857772077,0.5252013206481934,0.4825415207877879,0.029239082289731308,"[0, 0, 0, 0, 0]","[-0.04474718554398746, 0.32005454690758856, -0.09387351132755992, 0.1280584688944021, 0.3212442810219619]","[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]","[[0.8025278813698152, -0.16854143160411475, 0.03934937513115534, -0.0870969665169037, -0.14616969911366678], [-0.16854143160411475, 0.6140516722184672, 0.19281332724730016, 0.10146086708011748, 0.11565132379182991], [0.03934937513115534, 0.19281332724730016, 0.9584633522154522, 0.007967979328129045, 0.1280052214044749], [-0.0870969665169037, 0.10146086708011748, 0.007967979328129045, 0.9115394648887915, -0.0447745805221767], [-0.14616969911366678, 0.11565132379182991, 0.1280052214044749, -0.0447745805221767, 1.2457910529892362]]",0.47210198077340776,0.04502160482723089,0.6102445384884957,0.044776176416067785,1.3153931031993273,0.023266895287573572,0.4699651413037027,0.04493100807220553,0.455006384817325,0.03261625225982986,0.0008060932159423828,0.0006136894226074219,0.001756429672241211,0.0014951229095458984,0.20291495323181152
14,0,0,100,0.30000000000000004,0.3,MAR,0.0035274594100480226,0.6843271255493164,0.7732124514129822,0.046957028330703005,"[0, 0, 0, 0, 0]","[-0.04474718554398746, 0.12026873544071492, -0.7509691561262588, 0.1280584688944021, -0.03220203057095878]","[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]","[[0.8025278813698152, -0.12431391220544002, 0.020794548487970414, -0.0870969665169037, -0.1206623445904175], [-0.12431391220544002, 1.3992534758238948, 0.21143032418717006, -0.1780486848871148, -0.03453942085098115], [0.020794548487970414, 0.21143032418717006, 1.0219851339798454, -0.23196896195891553, 0.6373320238607486], [-0.0870969665169037, -0.1780486848871148, -0.23196896195891553, 0.9115394648887915, 0.01870953832339028], [-0.1206623445904175, -0.03453942085098115, 0.6373320238607486, 0.01870953832339028, 1.1394037498631444]]",0.1580236055197155,0.04352513199061533,0.23115319128261572,0.04347612345477403,2.055288998743365,0.07599190322791982,0.20509047409110362,0.04402389501259863,0.8503451878773001,0.039806795221300144,0.0006983280181884766,0.0006036758422851562,0.00191497802734375,0.0016868114471435547,0.20057010650634766
15,0,0,100,0.30000000000000004,0.3,MNAR,0.004492217844182795,0.3459007740020752,1.9255340985269467,0.0480700448302599,"[0, 0, 0, 0, 0]","[-0.04474718554398746, 1.3503881325990381, -0.09387351132755992, 1.3683135380495575, -0.03220203057095878]","[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]","[[0.8025278813698152, 0.09312193313753482, 0.03934937513115534, -0.17765459239365383, -0.1206623445904175], [0.09312193313753482, 0.11617217458863545, -0.03405095701482959, 0.016320433168568824, 0.06941166111589753], [0.03934937513115534, -0.03405095701482959, 0.9584633522154522, -0.16914488073537254, 0.04474732557653849], [-0.17765459239365383, 0.016320433168568824, -0.16914488073537254, 0.35937616403525824, -0.05526217357871067], [-0.1206623445904175, 0.06941166111589753, 0.04474732557653849, -0.05526217357871067, 1.1394037498631444]]",1.9114770748774474,0.05485380376681731,1.781606144668253,0.05460814885474333,1.3180967610048926,0.051569254063067456,1.926136774576437,0.05481329583809742,1.9410403304882762,0.051239342671160114,0.0007314682006835938,0.0006093978881835938,0.0018215179443359375,0.001554727554321289,0.2677798271179199
16,0,0,300,0.1,0.1,MCAR,0.011699199676513672,0.0818943977355957,0.09892001804180188,0.015146634561882824,"[0, 0, 0, 0, 0]","[0.011533656908932956, -0.043989276927815846, 0.0672828601698194, 0.05463565177605412, 0.014319585379460058]","[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]","[[1.0961980386612535, -0.0016113219616783192, 0.012384808932620997, -0.10572695738567718, -0.02650949702506538], [-0.0016113219616783192, 0.9234592879331708, 0.032480270447069505, -0.11861096674697094, -0.013219806637483848], [0.012384808932620997, 0.032480270447069505, 0.9666084562845797, -0.1312611062750608, 0.09610877084474401], [-0.10572695738567718, -0.11861096674697094, -0.1312611062750608, 1.1279318059651045, 0.018539023846320727], [-0.02650949702506538, -0.013219806637483848, 0.09610877084474401, 0.018539023846320727, 1.0500318067002805]]",0.10252866368959973,0.019277724768711046,0.11979673049501322,0.019189311379869352,0.9816289768791667,0.08539625935120958,0.10862116093804898,0.01874760958205756,0.10405973200081105,0.016892108111762037,0.0007917881011962891,0.0007708072662353516,0.0019192695617675781,0.002725362777709961,0.4414818286895752
17,0,0,300,0.1,0.1,MAR,0.008625767447731712,0.18976688385009766,0.11998435652503735,0.01483774753350079,"[0, 0, 0, 0, 0]","[0.011533656908932956, -0.043989276927815846, 0.04518437978552009, 0.0910868270617451, -0.04460634308732165]","[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]","[[1.0961980386612535, -0.0016113219616783192, 0.058256302763227255, -0.061080425384478436, -0.01591537573702605], [-0.0016113219616783192, 0.9234592879331708, -0.04322478061000599, -0.16286633312204205, 0.004442619552481661], [0.058256302763227255, -0.04322478061000599, 0.9756083539822811, -0.08831161350832356, 0.05233832553748892], [-0.061080425384478436, -0.16286633312204205, -0.08831161350832356, 1.1266598064974696, 0.07744464825499517], [-0.01591537573702605, 0.004442619552481661, 0.05233832553748892, 0.07744464825499517, 1.0344825228535972]]",0.07371514315150009,0.01590954670624603,0.07399187477131629,0.01594451681334946,1.026744179630828,0.1433214246137313,0.09262999105575107,0.015750911683774814,0.523102763654857,0.041904345913595265,0.0009768009185791016,0.0008146762847900391,0.0024857521057128906,0.002607107162475586,0.5642640590667725
18,0,0,300,0.1,0.1,MNAR,0.011115210396902902,0.07780647277832031,0.5894499353270123,0.025489182798926587,"[0, 0, 0, 0, 0]","[0.44476802213011923, -0.043989276927815846, 0.007039680370235032, 0.05463565177605412, 0.38034584882464445]","[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]","[[0.6324171471603331, -0.062275926942068835, 0.035705165326205546, -0.10018903553882745, 0.03831269678876561], [-0.062275926942068835, 0.9234592879331708, 0.014277733929905315, -0.11861096674697094, 0.00816200550648744], [0.035705165326205546, 0.014277733929905315, 0.9406117903855405, -0.09085745494001835, 0.032346250161882], [-0.10018903553882745, -0.11861096674697094, -0.09085745494001835, 1.1279318059651045, 0.02193126185360009], [0.03831269678876561, 0.00816200550648744, 0.032346250161882, 0.02193126185360009, 0.5954855605538716]]",0.5896156134992169,0.03273623014777047,0.5451064570827953,0.032591059336752534,0.1927990092757133,0.02059467674796473,0.5836422633894753,0.03207524176631777,0.6233576832558306,0.029289737192472645,0.0009181499481201172,0.0008511543273925781,0.0022635459899902344,0.0028243064880371094,0.4034605026245117
19,0,0,300,0.15000000000000002,0.14933333333333335,MCAR,0.012191851933797201,0.1097266674041748,0.10914838830591234,0.014845593413070185,"[0, 0, 0, 0, 0]","[0.06711076800914663, 0.048838285173289586, 0.007039680370235032, 0.05463565177605412, -0.04460634308732165]","[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]","[[1.1643115619143405, -0.056858270657337326, 0.06258666862095713, -0.08613316609055381, -0.027750103466479353], [-0.056858270657337326, 0.9351816897066613, 0.03238487534353221, -0.09342576758544917, -0.029082645308807383], [0.06258666862095713, 0.03238487534353221, 0.9406117903855405, -0.09085745494001835, 0.07890480249090398], [-0.08613316609055381, -0.09342576758544917, -0.09085745494001835, 1.1279318059651045, 0.04783636599748955], [-0.027750103466479353, -0.029082645308807383, 0.07890480249090398, 0.04783636599748955, 1.0344825228535972]]",0.10674228162775892,0.02256659676378705,0.09642879501034528,0.022547934672107712,1.1983980090236472,0.06375677120120259,0.11858327002463119,0.021610464161479423,0.13788909936146762,0.016799564714946404,0.0007584095001220703,0.0007069110870361328,0.0019752979278564453,0.002740621566772461,0.3640584945678711
20,0,0,300,0.15000000000000002,0.15066666666666667,MAR,0.009482023327849632,0.4077270030975342,0.21663832030493999,0.02074290786326209,"[0, 0, 0, 0, 0]","[0.011533656908932956, -0.043989276927815846, 0.007039680370235032, 0.19052085037391164, 0.09228395619666087]","[[1.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 1.0, 0.0, 0.0], [0.0, 0.0, 0.0, 1.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0]]","[[1.0961980386612535, -0.0016113219616783192, 0.013126295720403825, -0.00426742945185105, -0.0941211290554565], [-0.0016113219616783192, 0.9234592879331708, 0.014277733929905315, -0.15364590708142797, -0.16414371015558152], [0.013126295720403825, 0.014277733929905315, 0.9406117903855405, -0.21948511424464803, 0.08288459508776856], [-0.00426742945185105, -0.15364590708142797, -0.21948511424464803, 1.0897118416268787, -0.03903959322030155], [-0.0941211290554565, -0.16414371015558152, 0.08288459508776856, -0.03903959322030155, 1.0973789605238247]]",0.07122391304525844,0.02115696012843071,0.06372292411851646,0.02097412423605019,1.3637786525428228,0.10300218922640848,0.14787772993617807,0.021669803446209328,0.09283225413487349,0.01976950764712793,0.00078582763671875,0.0006647109985351562,0.0018799304962158203,0.0027565956115722656,0.3513057231903076
