age,income,score,rating
60.64287955478137,107.10405299931361,33.343811786918906,79.40147309341232
51.31438556695108,103.8604432500759,23.452565099193354,
49.293202534068044,,33.78780892488268,78.70208626888605
47.307732804317055,,19.80781133736035,
52.69241672616653,104.689831616331,29.3781290002123,75.69572137769029
45.474304895594756,,25.444528892929256,
53.06456015642534,102.78026801310341,29.200941345339597,77.40914976144127
51.00480331501497,98.00442255777182,20.546949351483807,
53.494131310075694,102.08830713092802,28.684677708853147,71.58208511907459
47.13884982563172,,29.86692964387815,76.8111276278718
53.71330347078966,106.71205685753412,34.5554248410961,77.5852445829791
48.130748756007264,,27.690505152366896,76.87917020989198
49.57287869486913,,25.114735451429624,
46.79771446135043,,18.300123019635265,
48.90534801677297,,24.196563395017588,
53.706050281580794,102.15300489563803,23.10348095966992,
49.44678227045945,,19.145595402346025,
48.353951105736236,,28.96773664345002,78.0827010355505
52.90492400666623,109.51712230409278,23.724946117070676,
51.27463252022889,97.9196736051085,21.442445390381618,
53.87223929870616,104.74265620168396,20.469029749816613,
44.16267642641487,,30.780491763227367,76.81701260464862
46.589700736043724,,24.576550280290732,
53.553404588858804,97.79902353896664,27.596762198212396,81.49156800677133
43.760845144963454,,21.134798228000758,
52.715436668545,99.74410029236472,32.38887475496375,74.93417092082856
53.078699748060814,95.14625370680231,26.894578266699114,71.9568131099343
49.749200942057556,,25.654369256801832,
48.840449643929766,,20.551004206515643,
48.39999164255918,,28.179059197197876,74.8602881489999
50.38447384302073,,19.784626221343164,
46.24623540030255,,20.057799605192912,
49.86716359340439,,27.39655474698283,74.33870948150148
49.68405087501226,,21.448892762172427,
52.21254102825063,101.46959565336067,24.679952461771865,
48.89768885407654,,19.474193408426316,
51.985115174032416,91.77356754421129,23.01927379143465,
46.78908220239607,,27.922744589746934,74.79839074899402
53.573177120720246,96.93517659997204,31.628835433479225,78.89612139087703
53.17397294270316,97.80026173449765,31.262651812060575,76.93935706130875
51.8332663110714,103.95338331209632,23.876512493908916,
51.33988273099676,104.78497848811321,24.284245265425664,
48.91449411581305,,19.206722030707652,
47.97368776477487,,26.982442971442914,72.29001983406262
43.83818130673228,,27.33070647634002,77.60791563974
52.04005119637811,103.89443464588669,23.88299324214765,
53.54518026005229,99.04008964919319,30.626875200029943,77.26248958733316
49.305733907883806,,28.057271194433543,75.70923526487778
46.994052333186765,,20.836056508217805,
50.60923559191618,,25.042658757617556,
50.17636387524778,,30.247474597856836,69.81066237780284
48.169174336132016,,25.61791206226068,
47.93329211994513,,27.08758152549099,77.18635592712617
42.66004203463367,,18.77193094187115,
49.78895274785461,,30.15227879344753,72.1402948424666
48.20906168101661,,28.227794543871447,74.78986551484617
47.520522814126636,,27.878949932786917,75.11231915191607
53.36239273985761,98.23968404329695,26.07452271398476,76.81017219167691
46.331621767970354,,23.45338845306691,
46.58494608807323,,24.440008387003946,
47.55105891432563,,31.07388941493241,70.58091625755699
48.42974546747318,,29.928829363072403,72.66127690201337
48.00330872009751,,24.392840653709314,
50.178447304713174,,19.416190517325322,
46.806588053923576,,17.567390310731685,
42.1373744363139,,22.33419789076374,
54.68605285420162,106.64892480146305,20.220407537069843,
53.2439765713478,102.99102988669976,29.157821990942928,76.10800600361269
52.89362453434057,103.35244256042303,30.525149918987502,77.88297920517748
47.295327799756755,,17.112612652092544,
48.942181543624535,,25.91307982619977,
49.06363788535589,,32.47982352714314,76.98206310305629
48.71267309737992,,26.337976664724614,75.49489966319516
47.00436672875293,,28.659998488154407,73.29589767168348
44.79892401166217,,30.32789707570571,74.09404971296607
52.18335222623771,100.84442999264277,20.067010891530003,
52.89264766221694,97.30407227690138,20.429135722584917,
48.044091518696085,,17.159934790100706,
47.754028349369754,,24.55659357605488,
49.48833678010542,,22.083629772208532,
55.57860684551172,99.89815214400113,24.891452051815282,
50.36860229562599,,22.58668325166345,
44.76035860867126,,23.849122946074573,
48.96200576559921,,25.40266294664178,
47.93696625079011,,25.695484174600754,
48.98638328280175,,21.969159398784825,
47.59321856809244,,19.788803551771547,
49.92745238067144,,24.53925863576597,
43.93489238328604,,22.835029106581633,
46.594738845201654,,23.411280697366365,
53.00775078763892,98.25084500226825,19.751074554502637,
44.84987532873854,,26.777954384559163,74.20222985819326
50.13261672469656,,22.727366679167737,
48.211910160458395,,20.89096661114241,
54.5613512209174,98.41576883147349,28.060551123691933,73.80176701495192
45.54190688687601,,26.841156766809657,69.33759953557322
50.214963763917574,,24.50652229162593,
51.18109926451787,98.14806722107018,29.131341773159537,74.34382718237227
54.59974762024304,96.58409602628655,13.920863599050186,
46.869895940469995,,21.672107676301223,
49.53345083023543,,27.15597485033997,76.01472094289284
52.2746108408575,98.81969222809269,20.817838842512817,
52.12423361288085,104.29950993671508,27.345272941289398,83.04391340579424
45.31034411048649,,25.008487213841857,
49.581063593296285,,26.317663481124193,76.19634873016545
50.527599159402335,,24.75914744233823,
49.570045922244404,,24.170492098408356,
50.30183807776407,,18.64774561948129,
51.14423956628415,94.57193386715976,14.327191710233349,
51.42351803389,94.95233261077189,19.40905924818254,
49.9567238685793,,32.57825571571893,73.78364443534765
47.59503624401041,,25.29581519452129,
43.38266680670437,,20.913391653601025,
51.163617336954324,93.16694999613799,26.917411995959604,71.25429248539791
49.50593577238026,,18.05976261808783,
49.29632844421798,,26.51763837337935,75.92991197955004
44.46540363213367,,23.83233855350246,
47.007541269506106,,19.217845520843166,
49.76648276005634,,30.158070367203884,73.74685965308761
52.833903133477314,102.13963489880442,24.371340402931555,
51.75819052848291,95.26495381911816,18.07037017586518,
50.44768052677276,,22.78380575836237,
52.38987171079267,99.2509816449033,34.19241941268411,75.39770347441443
56.653322152934585,110.2266086239153,36.054814243796685,72.3954620745832
47.518381777718986,,32.22207096198734,73.5401684958129
48.75826389597126,,27.252886173793094,74.69243395820331
49.832208924626485,,24.158121833011997,
54.8130090898985,108.28949184630028,26.896186383487596,75.18158706929589
54.05156147674896,96.14085573219809,29.265120515282558,73.02511280357773
51.186650724897746,104.89568820405059,29.43722858252005,73.49876504784902
52.61730927159792,97.94204891341533,20.330253812160425,
48.45730817464101,,26.58368934819825,72.92568054716706
46.768233227171024,,27.46857272636446,76.47569927075195
48.656543892540604,,23.564363105702434,
50.89061928971752,100.77892542845125,24.500542502405217,
52.640417246522176,106.2476782699359,32.63577162120206,72.23392863889845
47.73522342241594,,29.609353185127716,76.24279932950034
45.104465133114694,,27.504402394577916,76.80828135569993
51.58593395160151,103.59628419245736,28.6241212589775,78.96137295058311
50.75658314792454,100.72998175849177,24.866374447293413,
50.64691862044335,,30.003134174026464,67.41853927899913
44.81731735996853,,34.060980605013015,72.21548749067728
43.69395534333941,,20.914808404380913,
52.67307642731117,102.38535311997234,24.384618204863955,
53.342612880764214,103.28210668559433,21.792548753414337,
48.200399000801546,,19.757853255130165,
57.51333540086452,105.29442967149161,30.01841165930779,79.91013342792544
46.45014328677927,,23.050624541327274,
51.74576113542379,96.47888648002657,24.18277548093045,
52.13847887371496,100.3286393409022,19.56027810478153,
50.51525055841571,,31.213051602195133,78.10410844472491
52.75517601632232,102.61704495879309,26.510631860619906,80.46806915917615
46.75339855594608,,22.121848432632955,
48.09857658702017,,24.894781912457777,
48.7724106188327,,21.251563188370653,
46.678540642128276,,20.747822951257326,
50.13641941646625,,27.847201167855154,74.03775568763564
47.900413467648264,,22.591582655441385,
52.64523703234375,102.00620181175856,29.220316677149505,73.88444412602914
49.306903894202236,,21.00582968952924,
45.94946088036752,,24.908347201407995,
50.64695788818294,,23.931353635762694,
51.85113028080205,105.535343970788,25.5492476394944,
48.52245190868134,,26.81987412180011,74.65693723277231
49.83486960512368,,17.729834887591974,
50.40195146385359,,30.330246830013742,81.55888904352571
50.99812712097221,99.35118373159014,30.374654473006352,73.52544296586053
50.37937633373161,,24.965872667990283,
47.195043254829756,,25.32609087365984,
44.04866875516172,,17.412147321006405,
55.813760199454876,107.17060112512739,25.55908595424654,
54.69933726054188,97.4331820435798,25.439764338976264,
49.07787853058196,,26.692408646733693,72.66245998685577
52.389280071572465,99.11403340039256,26.70843770685695,73.41401266163952
50.189385887353104,,21.972953949273748,
46.629610916796956,,23.31472577205621,
54.63951978826694,104.20202653275962,22.63352854977868,
45.91468698789921,,30.063724356340764,75.97779583542092
52.3648961353251,93.7420138228414,22.91344330307238,
45.98025258810159,,25.800082486493896,
52.19560027926893,99.45811430811152,22.378372868194056,
45.63340675800274,,21.71877638471765,
55.30017995719673,103.93562308484996,24.480386068077962,
51.04052081481357,101.99416180348206,29.493773511979395,79.95153893057507
43.44127581539789,,20.501029859131762,
50.471751864739446,,25.535688554941622,
45.84191818967733,,31.50890724593727,71.09158242665698
49.98477666133903,,26.67992078756653,78.47526392399563
50.531367744389016,,27.196996160769487,70.76074853802548
56.86725426853035,101.8763692844817,20.816036888764668,
48.733302769778,,24.883488511908038,
47.77082981886311,,21.495285803766826,
48.717356748868916,,31.354240424493714,75.47921643866258
51.907612606674576,95.70837301615482,27.408441615900628,71.01523000278986
47.525031034912665,,22.034124072476683,
43.91985053511313,,23.5558244426148,
53.81362190389839,95.5077247878134,33.01423810313174,70.41276336067097
48.108620527486664,,25.748664285924228,
52.418124424110154,101.61095671631548,20.7293350411396,
51.44213519534392,99.13721716194097,28.93903845476759,79.57997574095965
54.59159492040054,102.248159327204,29.005104231212627,78.8111252512435
47.929083995132466,,25.151205556211703,
50.382051885534324,,26.078634866881835,72.28471981255944
51.363263083380495,94.27579403057473,23.094006766265174,
52.41655184056201,100.27871981947928,26.493026887012736,68.19800905082081
45.628223327419875,,32.63704420669253,78.47857916019156
47.43875421356963,,28.03417841132289,81.69277709837233
45.56919706797632,,26.029954642352063,72.14787488175175
48.016622159925255,,21.354656658128302,
48.69546267223311,,24.42170591326108,
48.942522792748,,29.240113702165118,70.28307461240661
51.912795131839566,104.44926633992856,19.910778502080035,
41.709721781142335,,24.556200711939848,
49.86017821251325,,24.329927415970467,
48.34042930151617,,30.74152661039391,80.36786061526888
55.580967793289346,102.06768778781628,21.564664363253247,
52.949036263017554,99.12844601503286,23.160948154700584,
55.192249342647756,99.48241114988771,20.75794755079574,
52.277384305767114,95.7425563419584,31.644548799031078,75.93151794780935
49.306147187851266,,27.314780186210612,73.86885246841538
48.77754093664673,,27.645041308287624,71.43030733627113
50.62987035162141,,23.813846007527335,
50.59592082491387,,21.23094596632308,
45.83373403329351,,21.700405410907575,
47.56105480687523,,22.924900563866263,
56.67387138601188,104.98257478360708,25.974453570859414,
50.30377079239704,,20.08985623733903,
53.89985695193807,106.64818889816786,31.23856682491744,74.36339082695176
48.3083710034438,,28.071293063698704,71.03364283071747
50.14624744970083,,26.52281764399638,73.1964583640391
57.62534066266295,104.24306379962299,25.299410528482323,
49.348247314911916,,25.8344953784747,
50.24273030620832,,30.593220938844638,70.34766825689032
51.38011543927346,100.54527217909911,29.405539292455707,71.327290835848
47.19730993684548,,23.260907678976782,
53.05444391763066,98.9196420296901,22.89812856214339,
40.468242253922384,,24.14467759941085,
46.44103768421153,,22.115408978099946,
52.603138167922154,98.87251420886342,20.13273619270606,
42.90288044815166,,25.493960492873132,
52.20207051654993,97.97591607628087,27.692991174861454,73.84766382463877
51.58463865465461,102.25881436906835,29.35030717233324,73.86036581214708
56.08238069794126,99.6629529231084,28.741782157039882,79.66856323725257
48.45372342781836,,29.843626107340704,73.57514389039288
49.18865171249137,,28.615113611279778,77.45567881572964
47.04479485841776,,31.979314682616273,70.98064749180014
50.770141260365065,98.81598577926471,23.5111376907642,
45.69164866180788,,29.070958191534082,72.20072834016352
47.262854769979704,,21.0392299033282,
48.04598580306139,,21.948464767011213,
49.07485274077882,,25.093513283901366,
53.161967903836846,99.42155039697036,23.225336393064968,
49.473922808397866,,28.252198511837403,72.24027433581172
47.675714396445066,,23.88361841201383,
50.891950054326,104.7077199500024,30.9963849426111,75.22179723607746
51.2579177586459,97.90229255749007,23.72203391454664,
44.13231462042811,,19.59711510873406,
51.94601148209406,103.73942230615307,24.81526527414057,
47.12757144747432,,26.688260933602425,76.37056516555946
45.28707691468563,,24.40020182126621,
51.75912899708887,99.3496957747788,22.416085705359535,
53.372287942332896,109.02247440241658,31.510349542030095,77.2085824467181
51.08470210796039,97.15807936492487,25.22192063553244,
48.318476058344196,,23.745449137297857,
48.93281818324466,,30.386394322551332,75.41035102606837
49.58610475587585,,30.323884606594998,71.06494643982492
54.79412054972943,98.44928684904,23.82922162002323,
48.77294476261648,,24.315511838828257,
47.438047829582516,,25.045808138593088,
51.240176781632314,102.03821457733655,28.099350219483853,79.35315300338532
45.31452776639474,,27.02611303820529,68.3114698450126
48.66859196540733,,20.700407933922442,
48.269323115777496,,29.655591791981873,79.18254168329452
50.93505688236695,92.18132795741353,24.03400848442401,
53.0338215730388,97.85938358457841,23.534845840632215,
45.54119361885239,,27.236744909329296,76.18346539127083
53.613648444737365,103.24623628777043,25.99176281599272,
52.39380866482391,103.0320851307183,25.547137069664476,
49.26541294110268,,26.8262600037725,75.67249070097539
51.749467787397684,101.10047560369927,19.529784512243975,
47.142351036133846,,28.127848848222435,68.74806459446617
52.16684165487627,99.53394110216749,27.399229792412896,74.06951767419974
51.67147116947862,100.06144369636547,23.389696563911418,
49.72755140552516,,20.519980333476138,
52.536683068922024,108.21124408007763,23.202403323087356,
51.78427083424604,106.57570166685034,30.70742687891453,76.31523193790755
48.89305008079066,,24.690242904302224,
56.18609592510687,109.32292209441238,26.025304758191638,78.73000943831337
51.60271252188124,100.66202812628241,25.17223145597651,
45.15015394241924,,26.166454600327064,73.42240430633744
50.24256580182498,,25.646801285184583,
46.810086619274536,,24.08926688073381,
52.47187633328136,104.53482365007054,27.34677953314865,76.92693725607148
49.92861567905926,,18.654956301670932,
53.2282791418817,97.71028905930586,21.527502929912725,
43.25258940194639,,24.998190287883283,
54.45007304020196,102.19058720787706,30.49311774526275,77.72269537761261
47.22639456652854,,21.86120633621067,
55.06092781792635,98.02242059856893,27.751632903862934,73.91260840621051
46.25712249376316,,17.886241121867215,
51.53757390174883,106.56698546826485,25.001582668571395,
48.13668275579967,,29.267268127774763,79.19237234457869
51.48195786134819,105.08857778019164,24.260554406455963,
48.2589763440064,,27.94487478389382,67.60988399030987
48.205989506859574,,25.765894895207147,
51.32039495287181,100.98906101534403,26.060605435595534,77.19826300921493
51.62110711151818,101.88976449650295,25.251621454752765,
51.32680712709092,98.7542000287091,31.02486766591938,74.43151016002206
49.00905525673991,,23.278626294761615,
51.419273695788505,102.45020773090909,25.600459882053837,
48.17976469038415,,29.19531326849387,83.73787575505285
48.45141864720876,,24.526206830596117,
52.53491624320985,103.81295203595313,24.088171209657993,
51.756279988311555,109.3418573412998,30.689889622908943,76.15599655784496
44.95007422235494,,16.88670197842498,
45.2750512412598,,29.22939638224069,68.21564450107965
56.936671649215384,96.96006213713197,26.18773952241299,80.04462832259803
50.19424186214316,,26.65406827912084,76.3690890128157
50.632512774227955,,23.127663003257176,
49.4033576638967,,22.79214684840514,
43.318355421199406,,22.405911402103754,
47.8343275321107,,24.62141955122156,
53.464343978944314,104.45578890197348,40.018329054164724,78.13619057737758
48.92433346238364,,26.52280536074591,76.66452019984578
49.19109397516652,,24.15667408866757,
57.83400007478945,98.00183803607256,28.45470818331936,71.78199086024628
49.73451032441085,,24.332148689721226,
46.1002769135245,,25.95278800575048,
49.34312555188645,,22.100325987995564,
47.59709446609522,,25.520285304058454,
49.9121192802772,,28.242423366563685,78.44218587520291
45.43855871264057,,25.770290249917345,
51.9255784651286,100.84599337879722,21.74080843066353,
51.25701826876734,104.11247713294567,25.26238538139115,
55.29450774763811,107.24283318326351,28.86395897172619,77.70632374247178
49.030081231077254,,25.977233556958616,
52.80087529709234,102.352021774659,23.53025089228192,
54.53997709573362,101.15405557980928,18.580034512160154,
54.27846578039798,96.80683724790966,26.009314714093033,75.92301390577721
53.88411327045853,109.34227120966821,32.32520698807202,86.45075242749391
52.8639441952417,97.85051202551641,23.00072588453036,
43.24458548960417,,27.272955778979142,78.9842258221598
53.73782820170466,98.31778653444547,21.958526915149527,
50.4676480225091,,24.6833215919675,
51.21747362864425,102.45409843063402,30.269227251495376,75.31904631757004
53.41976173567549,99.52433216270481,26.201114137382778,76.24645862399072
52.01283773273471,104.96483501001957,24.26537097693432,
50.40473978322255,,29.000377946284704,75.71443241647282
49.13951725825868,,23.14331014320847,
47.77385289322515,,21.38488466310885,
45.12859420972285,,26.42273280735056,74.46786705513507
50.011224683196794,,25.114767725567237,
49.616402143678556,,27.73681399057041,71.39184018856055
54.17665238125984,101.32403141038112,25.584830435499942,
51.14878883149895,104.00103535617906,21.587301863075318,
50.02880513122513,,30.97736425149615,75.22055437456748
50.29436287161716,,20.48139246518727,
45.642549299235085,,19.731844143103118,
45.99119662664991,,21.25586826626546,
49.33763908610843,,32.50016180330383,74.25803038380096
50.345606500559335,,27.325472736877682,73.56436134060145
52.08902047609527,99.18107676754235,21.707093655150793,
48.76536623874807,,20.810865381537596,
46.19397624284763,,23.193540265062474,
46.028776765954454,,26.64335800644465,73.0463194454167
48.925924693196585,,26.341857637428106,73.59973219549141
49.76250102713467,,25.425579997618108,
51.936755254673244,100.07805315573518,28.97926158850044,68.43303434583432
49.257630398342144,,25.036933327466183,
50.627413571655104,,29.417596816275772,69.16109972296847
46.32351896283749,,20.120384472555845,
50.2743269727151,,24.952339437469252,
50.533642176310096,,25.383735470543215,
49.56202623133239,,28.457386933053083,79.454650312078
49.789391937956246,,17.915369539961397,
51.391365197908364,98.86332291862465,27.42626875592265,76.96484553265216
44.64643637805014,,26.4169497046055,76.16279434239725
54.618233295440604,102.87740726370674,29.461259351890778,82.52146758060212
46.886768680629956,,24.519865476973905,
52.90769328681039,110.1256243687541,33.42975534787324,74.30416898208726
48.03465416493257,,27.185615339884478,72.25048204257986
48.537091666437334,,16.600690925988808,
47.464626056480846,,24.166200607389502,
50.68781073177956,91.22362278749631,20.98679708187129,
52.05806585051152,101.05502075758025,29.126995505887756,80.05605404035894
47.93177503945535,,25.193659761383877,
47.467576320817535,,21.753243907036044,
53.30234112042251,98.12960352441488,26.447234571947458,80.25447739190002
51.90131771977883,100.61515571926068,23.74072636504536,
53.60808121797627,98.978713810823,31.084857487918917,77.08683607323115
50.4998671930524,,31.72908592233012,77.10249011298055
50.37606444578639,,31.265491947196928,76.24520937835347
48.13926383294703,,21.798234208017178,
55.3141983603503,95.2466424983311,27.159721908752122,76.48021335902334
49.567706989374905,,21.56519404508428,
46.302497335223485,,28.910039218829446,75.78586872750883
50.529888264889124,,27.12840322841704,75.75237213668566
45.67350240777189,,20.846542303647798,
52.88853294933569,95.47159217793762,25.78074104219913,
46.12576444856473,,27.08991842684267,68.6329620693223
52.41858066059982,101.35649577259345,25.629639254136162,
52.85576156549803,104.24890874395753,25.466714871243916,
48.53663049009162,,20.35610990833587,
56.69005804966212,105.15209210498499,26.04452640485086,80.84965928180138
52.043359280408794,100.09612638549218,27.67443206865649,76.79728616576973
49.91259629463507,,32.01649073938723,79.4347093995985
47.99686981054874,,21.911504319779244,
53.21967654715813,95.65031275978936,28.76640884013427,72.01562033073566
47.40980618774597,,19.636923523269125,
46.773407352587306,,32.11614358361061,68.1060970587254
44.1621188961506,,27.495763558061967,74.24110111756686
49.053545804795704,,26.71528256195786,75.85647575827056
50.85029254946688,97.71461232103755,20.76858463875753,
45.35908052871501,,27.61712138375278,76.11885023307714
49.81245419036977,,26.635230587324106,71.3539100170608
48.48785209790092,,26.452029660181346,71.78035270098559
52.15829074831893,105.05524083427929,27.141208149738297,81.22177562921196
50.731087393767545,97.72574279167898,24.042347185523827,
50.40932687062465,,25.20689794344092,
55.22587773803258,108.4207938107936,32.08231926219159,76.06004074070742
48.318982303960446,,23.12041082182057,
49.56910228177302,,19.797475838572876,
47.99948740253653,,25.473501519166593,
48.00973070055031,,21.96881773562276,
54.45765203480869,101.76357515396978,30.49027545051272,71.2147167628562
