Feature_0,Feature_1,Feature_2,Feature_3
-2.7463213028900597,3.945824054045525,-2.9371730392690156,-4.478295487952171
-3.1511914922689064,3.564946669967462,-2.817925912238872,
,,,-5.831710518772571
-4.600488246569066,,-2.8311342811122087,-4.859392280782218
,,-0.6127707395860904,-2.922045236223666
,2.59341897518033,-3.0069647563620876,
,2.0990065295701923,,-5.76592937191445
-5.459667976330927,1.314882444863804,-3.924372305130789,-6.380198526414607
-4.644364061700335,2.2264365622497535,-3.4799210562482665,-5.519356384156665
-1.9978829332642518,5.12780121703616,-0.9634090913666689,-2.646575536756631
,2.466416663441573,,-5.602595754786289
-5.587085321004355,1.6126118846001913,-2.442761841966264,-4.924998598128448
-5.774699786402353,0.9938321881341987,-4.852821241293529,-6.626376873455248
-2.8780224402901453,,,-2.9740028215599965
-2.947086746768639,3.964387329253684,-2.0505791914130396,
-4.60942589671496,2.189016192996206,,
-4.482708936603903,2.3560206923485087,,-6.034387315744514
,,0.8756580320689116,
-1.4976827529000878,5.588729613123448,,-2.2684747077767557
-4.167833328561225,2.9728157627931497,-2.020241014288219,-4.619198301343571
-3.3670464074576563,3.4834069393975415,-1.458921164476657,-3.6937184838732597
-3.02887725976107,3.9769632619906328,-1.532259101426407,-3.5582079002729454
-3.402283335784008,,-2.5517499188658874,
-3.838810078877122,3.206894893510311,-2.148266384787628,-4.209478136606235
-5.559293665836384,1.2600256409811468,,-6.6169769831271585
-2.6543645467602586,3.977297893812517,-1.7367659669524524,-3.8373024267494733
-4.860644614322272,1.7621274255383335,-4.165379658317094,-5.908294547382938
-4.038190762842408,2.6074277488560975,-2.1230999380621194,-4.275539986541213
-3.581113356193272,2.9772410967264937,-3.9751124875991737,
,3.646195460058783,,-3.867140640560239
-2.6183104346743926,4.3479387803611385,-0.8755745220565376,-2.9718998936039807
,1.8113354598205311,-3.2195853685487803,
-4.780128260784025,1.6683748148813324,-5.025246656615805,
,,-0.14700252673463732,-2.1725163294121663
-3.7389798858305197,3.0184489243362296,-3.0704246678167864,
-3.8523642240873257,,-2.1926445348102948,
-2.39533404493767,,,-3.078939119569969
-3.9018755211853655,3.1344440486656304,-4.29159218755075,-5.980982801379337
-3.9643235885730226,3.031426453771491,-1.3140196740998682,-3.7206099965275357
,3.148487734094899,-1.6224682939715969,-3.427353083881896
-2.5765131092106315,4.477047912048002,-1.0009766388721835,-3.4846097514053405
-3.595186516531557,3.169648450111523,,-4.559231970965604
-2.598285269260079,4.345836171173948,-2.520365281028373,
-2.597234701364077,4.299530392232656,,
-5.805473975589586,,-5.017540179080792,
,2.1515695780556,,
-1.958034846539205,,-0.46859772252672105,
,3.5743077240635364,-1.9105609261458107,
-2.9607004838444397,,,-3.914960103091836
-4.13282454286713,2.6851167049755746,,-5.442557050841444
,2.374947295681639,-3.0326089240762517,-5.450605458535196
-4.914248821195999,,-3.8329250148371674,-5.663872367743353
-1.1775759695128718,5.7177213906599285,0.27700400253815705,-1.2407377187158222
-4.310245407458142,,,
-2.4284571208761356,,,-2.9384964287268645
-4.831650963229347,2.274358436685528,-2.722753997327195,
-2.93999227394772,3.6265204887664084,-2.7346044339025286,-4.233295982356495
-3.8034018879137212,2.906997481931347,-3.6588513947077255,-5.658952521337866
,3.498462924883369,-1.8371823151268103,
,,,-6.054871934142336
-2.3334401516518355,4.530494403278852,,
-3.4753422309532462,3.3734069155364783,-1.7561201493460243,-3.6502204565379532
-4.5255865592366815,2.1907371881626254,-3.1134931740747076,
,2.294702795198027,-3.1383823565079454,-4.9847640209471535
,2.340791760056525,-4.012970334694536,-5.907288857291015
-4.610872877791159,,-4.313290998947865,
,,-3.0796202152934273,-5.083260512385597
-4.996315783223806,,-3.2414257240449174,-5.0798620287659135
-4.19285985958115,2.4527714486330674,-4.288494479435268,
-1.4066593522207986,,-0.8097520150505599,-2.692320675668114
-2.489926146303059,4.401338980248613,-0.9683386964706069,-2.8640915724857745
,2.4676552645288954,-2.658285957033835,-4.6030265872471245
-5.957265143074739,,-4.726197235603657,-6.902920337656905
,4.194707680207014,,
-7.52142745102188,-0.8607626777400168,-5.4900166882755155,
,2.673252106767338,,-5.251130251104418
,,,-5.740482492126201
,,,-5.430360822974855
-3.9328755532557684,2.782425979693579,-4.287819918209472,
-4.052696596694486,2.954945831989339,-2.9154230561970276,-4.918623372588406
,3.2154931734634884,,-4.934947303503691
-3.0473111748339714,3.7036972304907265,,-4.370916563971766
-4.517399135982077,,-3.6396713071391207,
-3.3861144263497454,3.752105148421706,-1.9699380383181349,
-4.605372240227201,2.04360722858261,-3.6623340066952235,-5.44643762960656
,,-3.638381088071319,-5.25590319906865
,4.092486661266381,-1.463266753778462,
,,,-5.505369477245393
-4.0208298175690205,3.0959821493692687,-1.6212425771525107,-3.987037343779319
-3.3346801789589784,3.8817738443747314,-1.6022984826372828,-4.268401801767756
-3.0187732154950986,,-0.5505351974474948,-2.8039970356407844
-4.168507420947259,2.5831896781852692,-3.6194711531464234,-5.0000072510704925
-2.819093761397064,4.064799909698393,-2.137994210528559,-3.5552112650089205
-4.1820911793738755,,-2.573490716778554,-4.364518505019772
-3.3437924549773124,3.4471089884532047,-1.7718111308610354,-3.987370455544365
-5.205700051025994,1.8209100240109242,-3.5277545656814526,-5.3177418748921
-1.7297059312585419,,-1.3511918152378681,
-3.7679113362950525,,-1.6594918469572113,-3.9004561974936878
,1.1914298860428987,-4.632934922395896,
-5.216483106852536,1.6544310407360283,-5.060819169163063,-6.896317487183417
,4.055869750547985,-1.1043899846816945,
-4.950207257660173,1.9167072243880676,,-6.156647641671267
-2.998912464589803,4.174019436109829,,
,3.076699740373254,-1.5345881412624,-3.6707356059821623
-2.748206553488784,,-2.5850379646446044,
,4.925956615197291,,-2.338487467258021
-3.0144372953170397,3.6204523661538905,,
-3.861332540108236,2.9446791074427536,-3.567686759965517,-5.399905643061703
-4.8796958628452956,2.0147270768774046,-3.2113625542401163,-5.868502843971537
-2.4909098173351665,4.068864692584801,,-4.077258757787444
-2.1185051291243115,4.670597179720401,,
,,-3.313436862543305,-5.284182102936261
-3.341340565475027,3.2910053794062493,-2.3271130323742657,-4.299845371180926
-5.063345437589969,1.6444060167951673,-3.385952101098683,-5.62073371841928
,,-3.8196595871295376,-5.604954410062145
,,-3.3960572248322833,-5.4866043220071266
-4.154837019740202,,-1.6219647175245235,
-3.5876887350334763,,-2.7993485138729133,-4.468193814349127
-4.180486907790689,2.9263390376103664,,-4.567005285437369
-2.9945753068705687,3.9193542567032504,,-3.173444653376995
-2.152975593608363,4.672525843018804,,
,4.032026863079522,,-4.00555152176959
,2.8092358874970715,-3.3831028293952192,-5.282622726306529
-5.118203335874898,1.9898899924830515,-1.0953844508788513,
-4.557118436302474,2.3060702921974303,-3.6771989870303794,-5.610197663083295
-2.3666075013940118,4.524654234958963,,
,1.5089739339436923,-5.077342875986277,-6.736548865232461
,,1.0735312264213128,-0.909378493622921
-5.842464518397936,1.0716137533961276,-4.593620290641801,-6.870221903205394
,2.5686695684194687,-2.9704957371348524,
-2.3499359126072,4.404935863956377,,-3.3019099623336983
,,-3.4479432287958725,-5.099660487809202
-2.9749294978727665,3.9756243704054937,-1.7502633059779225,
,5.167734389270495,-1.5739760133260883,-2.9623985275075166
-3.516311712629297,3.8336692424987016,,-3.4138411445429604
,2.6211381015024657,-2.825866714904249,-4.85064029128152
-3.5906976917009596,,,-4.8403142408653395
-5.979668118146224,1.137379756955965,-3.551557968828285,-6.066530818765219
,,-5.55630844260863,
,2.1759003035910625,,
-2.109005755404227,,,-2.7461991396236627
-3.8146189086009135,2.7003835480489107,-3.6896601792796995,-5.309504885452502
-4.316600303875657,2.1441399136720185,-5.750217899008511,
-3.684994301756093,3.01526557914025,,-5.271492766294575
,4.229938439601541,-1.880602399860901,
-4.921302348788958,2.0892662356206335,-2.7777213897465773,-4.78190062720587
,2.8017353384745096,,-5.129206385841301
,2.8369613323522613,,-4.613711889077958
-3.692422073690283,,-2.890574314528515,-5.055288532503608
-4.4491426556551055,2.0697348060454592,-4.579655488363312,-6.176799567902162
,4.010396057602309,,
-6.478738297118565,,-4.784336833497898,-6.851647881953664
,2.2498749552123556,-3.27332772572328,-5.567543472495856
-4.206751270744488,2.5078467519035272,-2.8869913331191723,-5.016566236134028
,2.6187449710520516,,
,3.4144912358122084,,
,,-3.1516121057276036,
-3.7238755365243494,,,-5.006489022384932
-3.308069987273567,3.686863352342698,-1.4621489808865107,
-4.49954139054738,,-4.173847679076837,
-4.499694329873902,2.528538173534638,-2.9945275640696423,
-3.6278755772628584,3.292985239612153,-2.9487305280334635,-5.094685073462597
-3.343350011583943,,,
,2.5463341570889053,-3.4592784936865217,-5.321608281816009
-3.1675560768872053,,,
-3.7022019496856715,,-4.223314120915322,-5.671694609471805
-3.755371776053476,,,-5.726680684528179
-4.3049712812272265,2.4576210365651803,,
,3.0049876218507596,-3.3200616341649045,-5.102212594848158
,6.8105533656103105,1.0170707439445517,-1.4130444212311004
-1.7547338322138417,,,
,2.420889679534464,-3.816273506962963,
-2.3190969377513557,4.492017915444665,-1.6629513421586,
,2.740492029762982,-2.5294435301929767,-4.550031751383561
-4.3351099349176545,2.5228897666347048,-2.843666585085965,-5.230200857980083
-2.93865940065548,3.7979505411000227,-1.903221948334791,-3.3706109013656835
-4.229210903714727,,-3.4060608144747064,-4.912982709814963
,1.3454260395322528,-4.191946305397853,-6.2686927077890005
,,-4.528676363878448,-6.454926854338173
-2.994897173314415,3.7819044554523273,-1.8327653583975607,-3.5404089447235747
-5.103254274429499,1.9647051565780314,-3.710737272330976,-5.803391523732111
-3.4846077187066387,,-3.2075456779048976,-5.390499282431054
,2.3319554343014994,,-5.586633184387495
-3.9647350719120817,2.8187370617146668,-3.51823621663353,
-2.897915971800502,3.9127140162560754,-1.680087022658429,
,4.321940372042315,-0.9851314256754902,-3.2316643027968492
-3.1226424997078177,3.7251992481612928,-3.3333045920700917,-5.157035382306663
-3.4845964792138644,,-1.941748474703111,
-6.577922143702552,0.06456646842607405,-6.157567712622312,-7.666683949511061
-2.9772297789469953,3.7088627523414432,-2.6846034277542294,
-5.688646510206178,1.0133067865231278,-4.603754916600766,-6.589561030337297
,,,-4.672172371306571
-4.497500639985403,2.603053319214444,-2.010875125362188,-4.555158566107381
-1.90127238166959,4.696795903180951,-1.202414449476836,-2.5784941465137337
-4.42225280429948,2.708018493790865,-2.3082311186712627,-4.864764095326007
-3.3243989379101824,3.5231118913901,-1.6907893953767203,-3.625192113510666
,1.1083713725971338,,-6.119610712399027
,3.1386679906810175,-2.8051038371781845,-5.263332946126108
-2.1205158523247998,4.7005042800893815,-1.2694422527808484,-3.2394344305515865
-5.6719843628036255,,-4.894297412184841,-6.687863376772841
-4.808684692202968,1.8771252130885345,-3.6617446799598223,-5.84170701829836
,1.8600789758544274,-4.829103382551825,
-2.9040029830191165,,-2.6027904333903757,
-3.60031674342871,3.1678018232906022,,-5.052248723937411
-3.227432621536972,,,-4.561971612560299
-4.884675836980458,1.8533933413348744,-3.4927474642979104,
-3.790436175185834,2.7721127258443397,-2.5733509342014207,
-2.096498190439169,,-1.4420530012402937,
-2.5086630929017506,4.669392389757888,,-2.5062882114461775
,2.0450715752893305,-2.277831128500625,-4.471077017445235
,,-4.781707473716912,-6.86020208458142
-2.002042280896899,,-0.565493392620207,-2.4550444353401506
-2.7295309319754995,4.335304918420207,-2.0047144746736585,-3.9721972125323433
-2.848762517973862,4.059110526643621,-1.918442962781107,
,2.879713088781257,-2.3393309695847098,-4.183299185117695
-3.566414249447236,3.32732593046646,-2.7029648831914,-4.832641494219306
-5.162944255877752,1.9039924545217974,-3.0601954041660653,-5.2898097842410845
,,-4.567913261880357,
,4.70429363147827,-0.9824947681764638,-2.8072714463946555
,2.9146202549427094,-3.3520568324903164,-4.922440911439572
-4.435806236889889,2.250013729655627,-4.448521199239536,
-2.582074994669342,4.235323006720981,,-3.860724212448133
-3.032656557177525,3.795732115184462,-3.2631506646094746,-4.812650441656291
,,-0.15809699860127546,-2.3505380216416554
-4.61796472414711,2.2564418258291816,-3.8326827124403238,-5.793668000925195
,2.4708871291409302,-3.811344841338414,
-2.1301268280217807,5.293685646369595,-0.5012409636133439,
-6.207032567906245,0.7446548184421506,-4.581393066582726,
,2.181133488133848,,-5.000364210659174
-3.5736448879103935,,-2.9806861236217808,-4.634725324062828
-3.306777792712319,3.5080898175877673,-1.6681773561321611,-3.6605459025769083
,1.8270821212654837,-3.699186169955063,
,4.9092575101232505,,-2.8994494802014006
,3.766754602340362,-1.6501420645407083,-3.874772044934601
,3.58021110732177,-1.9688394982505413,
,2.0429150771630886,-3.68845424626162,-5.699734941695985
,3.4287962095012956,,-4.419064101974483
,3.8980624464831264,,-4.340327047944546
-4.461520546389947,2.4451245420420533,-3.7909279863202263,-5.245129450600363
-3.5879295370402535,3.210086754343196,,-4.287301787213345
-3.5699715679111015,3.42723529031119,-2.646676809505583,
-4.661250224515593,,,-5.7559058997109815
-2.257433589315143,4.411188685547465,,-3.764458904664517
-3.555227610257977,3.350040189047968,-1.7518320041245554,-3.8329922151256515
,,,-2.02953525222332
,1.496383157269174,,-5.999187793878636
-2.8435552202967345,,-2.2055689750696175,-3.8718545645590194
,-0.05700103745042595,,-7.733119870713116
-3.6567009034964917,3.2282907849681357,-2.2845527412813746,-4.593102609601212
-4.341742616664736,,-4.229672641364099,-5.95758230440091
-3.196061793746942,4.02465008722481,,
-5.134007909551089,1.3527526053598158,-4.77184649277208,-6.767436094271369
-1.2164125330133753,,-0.14419467859464552,
,2.3026161539144026,,-4.110469013973033
-4.226999689040247,2.643257468455217,,-4.768748596597171
-4.463276382150876,2.561441679146335,,-4.178828261675633
-3.465700117924636,,-3.1911672309888233,-4.704642092030715
-4.048667779822139,,-2.8061967422822396,
,3.966779381729347,-2.608732097918723,
-3.9515933170373305,2.9511028822601832,-3.1986401645004694,
-5.844020300070529,1.005547140148248,,-6.583126818790309
,,,-3.311917948946749
-4.703740209864378,,,
-5.859500256920887,1.1516825834051294,-3.255315564930512,
-2.2977525436805077,4.8948141505237635,-0.5147563642220221,
,,-4.103296065612567,-5.601597667871904
-4.3495033115980375,2.6157074906257987,-2.8071516787315334,-4.930232517245898
-4.679437433824301,,-3.468018162347808,
,4.972523874245029,-1.3894770012050262,-2.797142678769687
-4.767700495811645,,,-4.611959519435833
-2.6776377258683546,4.514662059143706,-1.8659684869498832,-3.795632604274541
-4.3605854894309415,2.798750676404349,-2.426469715135881,-4.4512163548718995
-2.278287322351818,4.357799698597303,-2.79875865222853,
-0.8241249466641881,2.8933420503069653,-1.1173603289123548,3.61028664109669
-0.6599758584887782,2.7702981954309287,-1.5663769551402227,3.9205703628730437
-1.0342051974798543,2.91720904822009,-2.357663438493792,4.026727882899537
1.6607007327207814,,0.26648335226511555,6.424670001894519
-2.0322439846112905,,,2.944050076369371
0.8993434388537433,4.299062051334956,,4.898162588643358
0.848057214869151,4.782952004234905,-0.20990452155328287,
0.589018322902374,2.8882391766824123,-2.2241863962725255,4.258568551426952
-0.6920664271555939,3.214761005456353,-2.309432394684637,4.720747547516249
-1.1054955124775458,2.796605219240467,-2.784376386396958,4.271533287753678
0.9750783306552044,,,4.632602679150005
0.7477759599536107,4.516569374602005,-1.0889957877628544,5.699717737235163
-1.145141445525272,4.088697074963755,-1.0895206092136263,
0.3765612331847351,,-2.0018986734285407,6.406268114482913
0.6290630938949859,,-1.9850398913388718,5.616795901653638
-0.6951708940034691,3.3230834402459117,-1.8295572389161292,
0.5547312431883606,4.676369826142527,,5.390566829274142
,4.4091258139490614,,4.762992978247763
,4.955669455684262,-0.049348484581949625,6.614780665565793
4.377393025583979,6.460371590124579,0.4457954400024011,8.419033789625697
-2.2280171800387927,1.7034589103800652,,2.5700711678135897
0.938145517871142,4.240743174309115,,
,3.14685624758124,-1.2930555680587463,3.358416348456872
0.46831084916926924,3.1552625629992637,-2.140292724267076,4.506943730858832
0.9898056276366753,5.194296199947013,-0.49972492900507115,6.195366022416372
,,,4.273026319764828
0.694740550960444,4.758460606771047,,
-0.0526259765764969,3.9662536223039817,-1.8121239084243759,5.208424730210865
-0.5665788740651605,4.294043323460803,,
0.07696716366626538,2.5195589159662224,,
,4.082640789715821,-1.1112874559956922,
-0.32023489998178095,,-1.4886768206869432,
-1.2362710535625103,,-0.8977895325394468,
-1.7125275168878238,2.664561009757793,-1.3069202908378097,2.995133780646157
3.0277149517487607,3.7585862467150624,-1.3311089627741857,5.14654456085021
-0.02167340113005753,2.924174867716684,-2.452541195739947,4.062732118085773
-0.8927888840025536,3.064054164049473,,4.403618023284857
0.6449362529873844,,-1.1753778271633861,5.4920858510632184
-0.5100552829818612,,-1.8838283230033241,
-0.9485930248717859,4.0217445700766055,-0.9158782386238032,3.8236295393805233
,4.392463111235559,,5.374117902368805
,5.1570188534988715,,
-1.8644230828536816,3.6627253238512054,-1.7033243398341216,4.503060652822394
,,-0.03836399855842343,6.463896527387863
-0.7570338977838035,3.553912192576158,-1.68423582653477,4.9346110637858684
-0.043935948579698514,3.0662696113006156,,4.905031254980267
,,-1.5905170519172764,3.643987845020365
0.40977180914422984,3.6289995716402754,-1.8805891423861765,4.909748683711958
0.24046756176873496,3.8427944243189933,,
-1.0132406275795152,,-1.8364424254788019,4.473301614385016
,3.757426810458679,-1.5224081243425511,5.216431142018995
-2.181724106580734,2.5390624231602454,,3.198694110788738
0.11415560979824191,3.5555582300352824,-0.8857510387675119,4.314526096965502
0.9099099875365477,3.9723083668509176,-0.9060854718016481,5.622753686939225
0.13886220284527356,4.526554902826452,,
-3.30070435169771,,,
1.1640299767827238,4.167515351811497,-0.7900874262104548,6.440786886800044
0.06439805492191697,,,
-1.762582318587552,3.9464170174815028,-1.5253750180840415,4.432314275229647
0.9966003975373918,3.7092959063593782,-1.111672623767313,4.349181886303882
,3.138250150773846,,4.110373599014299
-0.4532484949123211,4.875426949645903,-0.3310766630659854,5.189237619692522
,2.3013674937728403,-2.3415777049912325,
-0.4285419239681314,4.78217494713946,-0.35457855924369985,5.274097358245635
-0.8873104594554898,3.70498812311986,,4.6807501288378965
-1.2090395678460848,3.9812759693997353,-0.6843256160062752,4.301983318801477
-0.08206539767608753,3.1690366041637326,,4.178867753718315
1.8858447574924209,4.522991402208121,-1.45898576258856,6.1803198389418394
,,,4.005792229105647
-0.8480006295842326,5.185919347560441,0.03813304341687851,5.479449650167255
-2.3256263483995667,,-1.8667329733964235,2.1669216814452916
-2.79161056463613,1.6513814223884373,-2.6005185523333187,
2.3184687031133135,4.184699111538044,-0.25951001810387186,5.338244999642944
-0.3723029799621802,3.3371666346488764,-1.5927015678887328,3.745706948626352
1.1054956043754502,3.2993675636532847,-2.0502917143704975,
1.7743689458162226,,-1.1786676358559443,5.876638718548736
,2.726618300033283,-1.9787963580920738,3.7959034820578523
0.9565938176284594,,-2.1126435330886255,5.91781863212309
,,-1.0073802164544379,
,,-0.5773623711450425,6.403511072005602
,2.894278185766536,,
-1.25587595980005,1.0545623921236533,-3.136573113501743,
-0.48064291223425043,4.071757967362157,-0.37018634524128813,4.85832066273164
-0.838982504120298,,-1.4807781952129706,4.371062635802832
0.18641502692632056,,,6.769479344999722
-0.367289107283579,4.200934190870471,,5.1343058715742735
-0.06200906898267844,,-2.33573614996568,4.613845456625907
,3.1237857876808808,-0.8765979109960065,
-1.4611591700718936,2.9370102377721574,-1.4062854637988462,
,,-1.4743301961962199,5.505146277756026
-3.0604595496785727,1.4799159120041048,-2.2078645361726816,1.8299741555416955
-1.2682008084530279,3.7298235745744894,-1.1006091914626954,
0.8352201788392419,,,5.099751800563403
-0.5462567139911143,3.6440708844909464,-1.595124129355643,5.185587753355292
0.21614807517712137,4.208061403287999,,5.09325088687194
0.3867305227257859,,-0.5497052201361629,5.958729031061883
-1.644624202315693,2.9691104262335197,,3.417546507767722
-0.31135897551055813,,-1.5678098724589167,5.839843517164455
-0.48698256929415007,3.840967277586439,-2.0473526382715423,5.615710229229252
-1.4849262761131987,3.02342012008116,-0.9524271851441214,
0.8445389930051466,4.8351772009021365,-0.8337106938046682,6.106144707340287
0.34940776015952757,3.5245596816301688,-1.7565976107999004,4.278875558061087
0.4804668423989741,4.304969961780301,-0.8031493679351697,5.24572134128331
-1.0383697156811378,4.534105432963466,,5.107790099971297
-1.1735033822368823,3.770341105417439,,5.245707564382189
0.049407076126736726,4.606328883102804,0.2603090847491223,5.036181149228558
-0.932417920124323,2.374808403565078,,3.570224130330432
-2.9609047093552503,2.989926335197981,-1.499923202839436,2.5523249509660753
0.5642598148768015,4.2200370286530005,-0.44009679652978906,
,3.1724706797194004,-2.7329071685763893,5.83033360512464
1.837610554590655,,,4.906135480521963
-3.8546409794683876,,-1.9117933441155377,3.0383783669841775
,,-1.7323533247299996,4.741560981691857
,,,
-0.9115307812446743,3.0722828851144977,,4.140200316423019
-1.57020336289559,,-0.8072287339942604,4.5105938282818405
-0.9062838108064639,3.337421629198513,-1.2544837336043746,
-1.3232407848151375,,,2.793982468616105
,,-0.9787765585669947,4.7610921975741585
-2.366141697617457,2.727632518684289,-1.9005387477092557,3.4488930682013645
-0.9568750603255702,2.8545548678314754,-2.6098212885136447,3.7086645587877087
-0.8049217503381154,3.5949770566520347,-1.6170983182953707,3.628184105878354
,4.753798930795668,,5.755346103757694
-1.8752549592524888,2.740129338690676,-2.0296821061628965,3.886489137695013
,5.081270140520346,,5.757176937963387
-2.8354024752265397,3.503467796887669,-1.3546818317480565,3.7844574244096996
,2.1406904510183797,,4.228003614562627
-0.7607173152706467,3.6112390099994425,-1.2579102490516028,
-2.261758068164325,2.963194248244152,-2.3509443606353764,
0.13003102864019572,4.11288922687368,,5.358998193703456
,4.174967631200293,-1.6963043252167405,5.127756218269468
-1.5494012235461307,2.067423067081088,-3.498188805119744,3.843299089600169
-0.23137954347280748,3.401830731748866,-2.0450333934038056,
-1.572776917179825,2.2101202875185564,,3.375811015926158
-0.6538005392521584,2.879545691247691,-2.1801057999174267,3.8867256210143584
-0.7280901318880909,3.9474762590141173,-1.5669830434175012,
1.2941380349288851,,,
0.8514977274724893,4.724828915949248,-0.3147845800492901,5.092311466608448
0.7455525354907945,4.832780494658889,-0.6810975289799465,5.823122411237769
-1.682862051204781,2.5775004856679242,-1.97106720988969,2.4956426074565385
0.4400195804828171,3.1436252532893434,,4.2855131835726725
0.11628730119599362,3.866976644653074,-1.3905439442978538,
,,-1.326378948843721,4.423690367880104
-2.4060075548782924,3.7319987828897934,,4.535721290330677
-1.7386207109915743,2.2916202835434767,-2.5249862869415067,
-0.1455286601542618,,-1.5447292643776607,5.449457963202546
,4.924365714564498,,5.520057333713367
,3.3939610384760583,-1.5639310365824022,
-0.12232472097357396,5.519386062511792,,7.458703743654907
0.25460260168847865,3.9577205273993794,,5.025251820312939
-0.2790679501931591,3.1610132716786667,-1.7862000422170732,4.305338500551092
,,-1.8387042521078707,4.184159376694621
1.3128419339485033,3.452996585578531,-1.1825151306626411,5.075169585775249
-2.9962968946234962,2.5187316174956997,-2.0060258218700624,3.6583512836598704
-0.3166035354416819,,-2.171938283405723,4.587642065252373
-0.18644325425323371,,,4.3001532313806266
0.046482513282433524,,-1.401249441753872,
,,,
-2.3664066298798074,4.27643330008912,0.280830429279332,3.866041247060834
-1.0566373737488677,3.1563068999453954,-2.1680908408503257,
0.49448052012681165,3.6162405360584673,-1.1134032821734294,4.823497971502361
,4.637410308532614,-0.2779106601906818,5.365789228933705
-1.6405710187454163,3.360310937828638,-0.6281078569521327,3.8945014368585027
1.056049914549565,,0.016441618991776874,6.858602812905439
0.07727759476490248,2.0539032168675293,-2.589505950320162,3.867620178998912
0.6749626911682659,3.381910486941994,,
,3.3579699734197526,,
1.5807413674478,5.443394623184408,0.1479993499669503,6.052684911183941
-1.2037894447449005,,-1.9779563254482904,4.115553491578468
-1.3734825299975733,3.8486255520246146,-1.8906106372005071,4.329319070266381
,,,4.420269219178136
,,,
-0.8446343987078873,,,4.404271609646567
0.6109228362269217,3.573376010495355,-1.2918899144508464,5.427951550779152
-2.921502446196033,3.7621222428162393,-1.3830157100884282,3.1722079542628263
0.033171203670135985,,-1.274683329458579,4.695218886305106
-1.3178315954591728,3.502497448689401,,3.9742743591396423
,3.9679222762622,,4.919300547948161
-0.2061604841462101,3.6690739272051247,-2.1484455345418887,4.837125103544427
