Feature_0,Feature_1,Feature_2,Feature_3
-2.8780224402901453,4.110490084138825,-0.7658304587233187,-2.9740028215599965
-2.947086746768639,3.964387329253684,-2.0505791914130396,-3.8326972671421147
-4.60942589671496,2.189016192996206,-3.468926143302109,-5.332232468181177
-4.482708936603903,2.3560206923485087,-4.047447527275893,-6.034387315744514
-1.6368612571539005,,0.8756580320689116,-1.3635363726407137
-1.4976827529000878,,-0.2717812262943746,-2.2684747077767557
-4.167833328561225,2.9728157627931497,-2.020241014288219,-4.619198301343571
-3.3670464074576563,3.4834069393975415,-1.458921164476657,-3.6937184838732597
-3.02887725976107,3.9769632619906328,-1.532259101426407,-3.5582079002729454
-3.402283335784008,3.61868542875947,-2.5517499188658874,-4.244733361923118
-3.838810078877122,3.206894893510311,-2.148266384787628,-4.209478136606235
-5.559293665836384,1.2600256409811468,-4.634318146747256,-6.6169769831271585
-2.6543645467602586,3.977297893812517,-1.7367659669524524,-3.8373024267494733
-4.860644614322272,1.7621274255383335,-4.165379658317094,-5.908294547382938
-4.038190762842408,2.6074277488560975,-2.1230999380621194,-4.275539986541213
-3.581113356193272,2.9772410967264937,-3.9751124875991737,-5.077818571185602
-3.47437851501029,3.646195460058783,-1.3469232453134417,-3.867140640560239
-2.6183104346743926,4.3479387803611385,-0.8755745220565376,-2.9718998936039807
-5.5073703450578595,1.8113354598205311,-3.2195853685487803,-5.761560885174481
-4.780128260784025,1.6683748148813324,-5.025246656615805,-6.701093900552079
-1.3370218226407764,,-0.14700252673463732,-2.1725163294121663
-3.7389798858305197,3.0184489243362296,-3.0704246678167864,-4.905551777540337
-3.8523642240873257,3.2345454508783935,-2.1926445348102948,-4.293419019115645
-2.39533404493767,4.467464216639122,-1.028144216964935,-3.078939119569969
-3.9018755211853655,3.1344440486656304,-4.29159218755075,-5.980982801379337
-3.9643235885730226,3.031426453771491,-1.3140196740998682,-3.7206099965275357
-3.8451427666731073,3.148487734094899,-1.6224682939715969,-3.427353083881896
-2.5765131092106315,4.477047912048002,-1.0009766388721835,-3.4846097514053405
-3.595186516531557,3.169648450111523,-2.6210984550564,-4.559231970965604
-2.598285269260079,4.345836171173948,-2.520365281028373,-4.232470099638485
-2.597234701364077,4.299530392232656,-1.4159185016625957,-3.2597608251695807
-5.805473975589586,0.9940720604645046,-5.017540179080792,-6.963678209420578
-4.719119501377557,2.1515695780556,-3.606113359658109,-5.611614509656592
-1.958034846539205,,-0.46859772252672105,-2.3641807934641395
-3.395656570114692,3.5743077240635364,-1.9105609261458107,-3.9663263062498024
-2.9607004838444397,3.838014954610953,-2.2868827812952324,-3.914960103091836
-4.13282454286713,2.6851167049755746,-3.38746840517066,-5.442557050841444
-4.463973255820709,2.374947295681639,-3.0326089240762517,-5.450605458535196
-4.914248821195999,2.0172669905094622,-3.8329250148371674,-5.663872367743353
-1.1775759695128718,,0.27700400253815705,-1.2407377187158222
-4.310245407458142,2.305473347212024,-4.102637209426259,-5.719746894847422
-2.4284571208761356,,-1.1208268605625393,-2.9384964287268645
-4.831650963229347,2.274358436685528,-2.722753997327195,-5.197401988399933
-2.93999227394772,3.6265204887664084,-2.7346044339025286,-4.233295982356495
-3.8034018879137212,2.906997481931347,-3.6588513947077255,-5.658952521337866
-3.339670834982325,3.498462924883369,-1.8371823151268103,-3.6167448321077122
-4.681660966721677,2.093855747184425,-4.2485102527809655,-6.054871934142336
-2.3334401516518355,4.530494403278852,-1.3978068200002995,-3.5318623707644283
-3.4753422309532462,3.3734069155364783,-1.7561201493460243,-3.6502204565379532
-4.5255865592366815,2.1907371881626254,-3.1134931740747076,-4.889954988067222
-4.340544058473891,2.294702795198027,-3.1383823565079454,-4.9847640209471535
-4.406490345888173,2.340791760056525,-4.012970334694536,-5.907288857291015
-4.610872877791159,1.8956159210560553,-4.313290998947865,-5.975192106208709
-3.95711691208834,2.5925619109528943,-3.0796202152934273,-5.083260512385597
-4.996315783223806,1.8687275235773178,-3.2414257240449174,-5.0798620287659135
-4.19285985958115,2.4527714486330674,-4.288494479435268,-6.370965337342522
-1.4066593522207986,,-0.8097520150505599,-2.692320675668114
-2.489926146303059,4.401338980248613,-0.9683386964706069,-2.8640915724857745
-4.350573932257492,2.4676552645288954,-2.658285957033835,-4.6030265872471245
-5.957265143074739,0.9228764065155475,-4.726197235603657,-6.902920337656905
-3.1020366497628173,4.194707680207014,-0.8596294383061844,-3.460894639129904
-7.52142745102188,-0.8607626777400168,-5.4900166882755155,-8.186227551761567
-4.366595253962448,2.673252106767338,-2.6071093947863866,-5.251130251104418
-3.8123088262228246,2.8728611412359673,-4.076584960128606,-5.740482492126201
-4.859633876450387,2.0738828068588813,-3.549699571640932,-5.430360822974855
-3.9328755532557684,2.782425979693579,-4.287819918209472,-5.864097227798933
-4.052696596694486,2.954945831989339,-2.9154230561970276,-4.918623372588406
-3.8422338922413384,3.2154931734634884,-2.9795561453954944,-4.934947303503691
-3.0473111748339714,3.7036972304907265,-2.7760177635355454,-4.370916563971766
-4.517399135982077,2.0193757071225766,-3.6396713071391207,-5.601399342355429
-3.3861144263497454,3.752105148421706,-1.9699380383181349,-4.462583716668097
-4.605372240227201,2.04360722858261,-3.6623340066952235,-5.44643762960656
-3.0849754047144207,3.3485804290297625,-3.638381088071319,-5.25590319906865
-2.912741767263071,4.092486661266381,-1.463266753778462,-3.6631643396799176
-4.892408940139674,2.0999123849726455,-2.845398090590326,-5.505369477245393
-4.0208298175690205,3.0959821493692687,-1.6212425771525107,-3.987037343779319
-3.3346801789589784,3.8817738443747314,-1.6022984826372828,-4.268401801767756
-3.0187732154950986,4.215206940719293,-0.5505351974474948,-2.8039970356407844
-4.168507420947259,2.5831896781852692,-3.6194711531464234,-5.0000072510704925
-2.819093761397064,4.064799909698393,-2.137994210528559,-3.5552112650089205
-4.1820911793738755,2.774714317338818,-2.573490716778554,-4.364518505019772
-3.3437924549773124,3.4471089884532047,-1.7718111308610354,-3.987370455544365
-5.205700051025994,1.8209100240109242,-3.5277545656814526,-5.3177418748921
-1.7297059312585419,,-1.3511918152378681,-3.164125103004559
-3.7679113362950525,3.235578042021878,-1.6594918469572113,-3.9004561974936878
-5.669144173898449,1.1914298860428987,-4.632934922395896,-6.698207980555406
-5.216483106852536,1.6544310407360283,-5.060819169163063,-6.896317487183417
-2.8794643459567206,4.055869750547985,-1.1043899846816945,-3.174673383226974
-4.950207257660173,1.9167072243880676,-4.221273485094917,-6.156647641671267
-2.998912464589803,4.174019436109829,-1.8269107886747724,-4.123838000646304
-3.8031188562430565,3.076699740373254,-1.5345881412624,-3.6707356059821623
-2.748206553488784,3.7683218212879392,-2.5850379646446044,-3.9581913464192486
-1.8094174276500405,,-0.9295546057532513,-2.338487467258021
-3.0144372953170397,3.6204523661538905,-3.4048294276818103,-4.9071692862164165
-3.861332540108236,2.9446791074427536,-3.567686759965517,-5.399905643061703
-4.8796958628452956,2.0147270768774046,-3.2113625542401163,-5.868502843971537
-2.4909098173351665,4.068864692584801,-2.695700239097738,-4.077258757787444
-2.1185051291243115,,-1.37684343911669,-3.41954314736859
-3.865302694503226,2.8772442808743754,-3.313436862543305,-5.284182102936261
-3.341340565475027,3.2910053794062493,-2.3271130323742657,-4.299845371180926
-5.063345437589969,1.6444060167951673,-3.385952101098683,-5.62073371841928
-3.9279814508307265,2.6654709087805375,-3.8196595871295376,-5.604954410062145
-5.598569041275775,1.4212196558774852,-3.3960572248322833,-5.4866043220071266
-4.154837019740202,2.669604227320125,-1.6219647175245235,-3.7715317356875433
-3.5876887350334763,3.421714037035547,-2.7993485138729133,-4.468193814349127
-4.180486907790689,2.9263390376103664,-2.479816116923794,-4.567005285437369
-2.9945753068705687,3.9193542567032504,-0.9659486039862037,-3.173444653376995
-2.152975593608363,,-0.6603639943668593,-2.746386187893753
-3.0126895190911096,4.032026863079522,-1.813345612312197,-4.00555152176959
-3.849744262752535,2.8092358874970715,-3.3831028293952192,-5.282622726306529
-5.118203335874898,1.9898899924830515,-1.0953844508788513,-4.294889785940465
-4.557118436302474,2.3060702921974303,-3.6771989870303794,-5.610197663083295
-2.3666075013940118,4.524654234958963,-1.3193482036144593,-3.4365113825391504
-5.035069276027139,1.5089739339436923,-5.077342875986277,-6.736548865232461
-0.8491237147644313,,1.0735312264213128,-0.909378493622921
-5.842464518397936,1.0716137533961276,-4.593620290641801,-6.870221903205394
-4.3195426392703675,2.5686695684194687,-2.9704957371348524,-5.076336920198374
-2.3499359126072,4.404935863956377,-1.6617703436712337,-3.3019099623336983
-3.6045210376504917,3.0429562185861374,-3.4479432287958725,-5.099660487809202
-2.9749294978727665,3.9756243704054937,-1.7502633059779225,-3.4969885995072154
-1.5008237000081626,,-1.5739760133260883,-2.9623985275075166
-3.516311712629297,3.8336692424987016,-0.7774351954605445,-3.4138411445429604
-4.2330946245395,2.6211381015024657,-2.825866714904249,-4.85064029128152
-3.5906976917009596,3.460552947328141,-2.8420263817187967,-4.8403142408653395
-5.979668118146224,1.137379756955965,-3.551557968828285,-6.066530818765219
-5.677158058084297,0.9648924329409185,-5.55630844260863,-7.143770322247987
-4.7531414838269725,2.1759003035910625,-3.215385637839963,-5.559794118242084
-2.109005755404227,,-0.4976054722635488,-2.7461991396236627
-3.8146189086009135,2.7003835480489107,-3.6896601792796995,-5.309504885452502
-4.316600303875657,2.1441399136720185,-5.750217899008511,-6.949838052644607
-3.684994301756093,3.01526557914025,-3.726883961997415,-5.271492766294575
-2.6604571233516765,4.229938439601541,-1.880602399860901,-3.6480506855195487
-4.921302348788958,2.0892662356206335,-2.7777213897465773,-4.78190062720587
-3.5632884476915754,2.8017353384745096,-3.6673171863934084,-5.129206385841301
-3.8576126893002254,2.8369613323522613,-2.392785314776464,-4.613711889077958
-3.692422073690283,3.2823969466849086,-2.890574314528515,-5.055288532503608
-4.4491426556551055,2.0697348060454592,-4.579655488363312,-6.176799567902162
-2.7594582776900256,4.010396057602309,-2.806377765051929,-4.030642306602983
-6.478738297118565,0.23223732380925632,-4.784336833497898,-6.851647881953664
-4.769892218729416,2.2498749552123556,-3.27332772572328,-5.567543472495856
-4.206751270744488,2.5078467519035272,-2.8869913331191723,-5.016566236134028
-4.110092569607977,2.6187449710520516,-4.0449029442893405,-5.901223981944161
-3.631024310955509,3.4144912358122084,-2.339537343767127,-4.422309213745741
-4.089740664436759,2.667824941219928,-3.1516121057276036,-4.753657560580554
-3.7238755365243494,2.786203511954999,-3.5061826550100843,-5.006489022384932
-3.308069987273567,3.686863352342698,-1.4621489808865107,-3.793671667853932
-4.49954139054738,2.1599712683383587,-4.173847679076837,-5.58607599273874
-4.499694329873902,2.528538173534638,-2.9945275640696423,-5.073306887078806
-3.6278755772628584,3.292985239612153,-2.9487305280334635,-5.094685073462597
-3.343350011583943,3.403914843750886,-1.8919545061664116,-3.9338667330474726
-4.331373742482479,2.5463341570889053,-3.4592784936865217,-5.321608281816009
-3.1675560768872053,3.8926225446393827,-0.8938677322857211,-3.1001711602777364
-3.7022019496856715,3.143258689441635,-4.223314120915322,-5.671694609471805
-3.755371776053476,2.9007430064825823,-3.922902784222429,-5.726680684528179
-4.3049712812272265,2.4576210365651803,-3.5111010645060636,-5.2399879657930954
-3.7809757368279384,3.0049876218507596,-3.3200616341649045,-5.102212594848158
-0.5518060688107624,,1.0170707439445517,-1.4130444212311004
-1.7547338322138417,,-0.7581079230286729,-2.233333287610952
-4.358704412997641,2.420889679534464,-3.816273506962963,-5.624004470571402
-2.3190969377513557,4.492017915444665,-1.6629513421586,-3.3442687964670146
-4.352051398125178,2.740492029762982,-2.5294435301929767,-4.550031751383561
-4.3351099349176545,2.5228897666347048,-2.843666585085965,-5.230200857980083
-2.93865940065548,3.7979505411000227,-1.903221948334791,-3.3706109013656835
-4.229210903714727,2.6148126311692517,-3.4060608144747064,-4.912982709814963
-5.414083584499862,1.3454260395322528,-4.191946305397853,-6.2686927077890005
-5.736383990710737,1.233248011315661,-4.528676363878448,-6.454926854338173
-2.994897173314415,3.7819044554523273,-1.8327653583975607,-3.5404089447235747
-5.103254274429499,1.9647051565780314,-3.710737272330976,-5.803391523732111
-3.4846077187066387,3.4186213438813975,-3.2075456779048976,-5.390499282431054
-4.512245282796417,2.3319554343014994,-3.390925533919793,-5.586633184387495
-3.9647350719120817,2.8187370617146668,-3.51823621663353,-5.3138400004667075
-2.897915971800502,3.9127140162560754,-1.680087022658429,-3.805353534051576
-2.6375530204751128,4.321940372042315,-0.9851314256754902,-3.2316643027968492
-3.1226424997078177,3.7251992481612928,-3.3333045920700917,-5.157035382306663
-3.4845964792138644,3.4160549522262555,-1.941748474703111,-4.451290377637247
-6.577922143702552,0.06456646842607405,-6.157567712622312,-7.666683949511061
-2.9772297789469953,3.7088627523414432,-2.6846034277542294,-4.3046772237051085
-5.688646510206178,1.0133067865231278,-4.603754916600766,-6.589561030337297
-3.6818374264259996,3.2136983432530473,-2.6176335904379755,-4.672172371306571
-4.497500639985403,2.603053319214444,-2.010875125362188,-4.555158566107381
-1.90127238166959,,-1.202414449476836,-2.5784941465137337
-4.42225280429948,2.708018493790865,-2.3082311186712627,-4.864764095326007
-3.3243989379101824,3.5231118913901,-1.6907893953767203,-3.625192113510666
-5.379257385264037,1.1083713725971338,-4.24625079543456,-6.119610712399027
-3.9876480447147378,3.1386679906810175,-2.8051038371781845,-5.263332946126108
-2.1205158523247998,,-1.2694422527808484,-3.2394344305515865
-5.6719843628036255,0.8655298072131998,-4.894297412184841,-6.687863376772841
-4.808684692202968,1.8771252130885345,-3.6617446799598223,-5.84170701829836
-4.928160049365812,1.8600789758544274,-4.829103382551825,-6.931268000496746
-2.9040029830191165,3.4456737946202414,-2.6027904333903757,-3.8325221193590493
-3.60031674342871,3.1678018232906022,-3.599009212440404,-5.052248723937411
-3.227432621536972,3.4300104920869847,-2.731797153113345,-4.561971612560299
-4.884675836980458,1.8533933413348744,-3.4927474642979104,-5.111097730964681
-3.790436175185834,2.7721127258443397,-2.5733509342014207,-4.393026933587814
-2.096498190439169,,-1.4420530012402937,-3.014276100264706
-2.5086630929017506,,-0.7864937800560452,-2.5062882114461775
-4.704810775666446,2.0450715752893305,-2.277831128500625,-4.471077017445235
-5.017003127201005,1.7812043418074062,-4.781707473716912,-6.86020208458142
-2.002042280896899,,-0.565493392620207,-2.4550444353401506
-2.7295309319754995,4.335304918420207,-2.0047144746736585,-3.9721972125323433
-2.848762517973862,4.059110526643621,-1.918442962781107,-3.6359066560641145
-3.8051214822072428,2.879713088781257,-2.3393309695847098,-4.183299185117695
-3.566414249447236,3.32732593046646,-2.7029648831914,-4.832641494219306
-5.162944255877752,1.9039924545217974,-3.0601954041660653,-5.2898097842410845
-4.895894047661882,1.947766872825112,-4.567913261880357,-6.531950855889986
-2.2262843594126416,,-0.9824947681764638,-2.8072714463946555
-3.767034937471961,2.9146202549427094,-3.3520568324903164,-4.922440911439572
-4.435806236889889,2.250013729655627,-4.448521199239536,-6.0480389982517995
-2.582074994669342,4.235323006720981,-2.2228411763845792,-3.860724212448133
-3.032656557177525,3.795732115184462,-3.2631506646094746,-4.812650441656291
-2.302105881518063,,-0.15809699860127546,-2.3505380216416554
-4.61796472414711,2.2564418258291816,-3.8326827124403238,-5.793668000925195
-3.990990570893851,2.4708871291409302,-3.811344841338414,-5.236995590283715
-2.1301268280217807,,-0.5012409636133439,-2.2905498687490997
-6.207032567906245,0.7446548184421506,-4.581393066582726,-7.007792848309714
-4.5328829754680795,2.181133488133848,-3.093263334169266,-5.000364210659174
-3.5736448879103935,2.995486486623128,-2.9806861236217808,-4.634725324062828
-3.306777792712319,3.5080898175877673,-1.6681773561321611,-3.6605459025769083
-4.761671408606136,1.8270821212654837,-3.699186169955063,-5.72219674436891
-2.1435214855331166,,-0.9995147366162649,-2.8994494802014006
-3.3190753071060835,3.766754602340362,-1.6501420645407083,-3.874772044934601
-3.148275757946637,3.58021110732177,-1.9688394982505413,-3.9237698908918937
-4.624702809135396,2.0429150771630886,-3.68845424626162,-5.699734941695985
-3.4792143456467937,3.4287962095012956,-2.5192310174120482,-4.419064101974483
-2.9939721467154543,3.8980624464831264,-2.192967229381515,-4.340327047944546
-4.461520546389947,2.4451245420420533,-3.7909279863202263,-5.245129450600363
-3.5879295370402535,3.210086754343196,-2.945508878174448,-4.287301787213345
-3.5699715679111015,3.42723529031119,-2.646676809505583,-5.214128493797899
-4.661250224515593,2.117937847098607,-4.070463596767327,-5.7559058997109815
-2.257433589315143,4.411188685547465,-2.9072258815330434,-3.764458904664517
-3.555227610257977,3.350040189047968,-1.7518320041245554,-3.8329922151256515
-1.784778289739077,,-0.08323017488950057,-2.02953525222332
-5.365115795880086,1.496383157269174,-3.847379217800976,-5.999187793878636
-2.8435552202967345,4.099756310352483,-2.2055689750696175,-3.8718545645590194
-6.890323461040317,-0.05700103745042595,-5.4894551667367875,-7.733119870713116
-3.6567009034964917,3.2282907849681357,-2.2845527412813746,-4.593102609601212
-4.341742616664736,2.490775485697372,-4.229672641364099,-5.95758230440091
-3.196061793746942,4.02465008722481,-1.2280215400170247,-3.4266385263692873
-5.134007909551089,1.3527526053598158,-4.77184649277208,-6.767436094271369
-1.2164125330133753,,-0.14419467859464552,-1.7741713382141868
-4.426185452199162,2.3026161539144026,-2.059758409420048,-4.110469013973033
-4.226999689040247,2.643257468455217,-2.7221046801312068,-4.768748596597171
-4.463276382150876,2.561441679146335,-1.909303926965646,-4.178828261675633
-3.465700117924636,3.174079296452441,-3.1911672309888233,-4.704642092030715
-4.048667779822139,3.1722063473879274,-2.8061967422822396,-4.941335495348578
-2.7514389974508524,3.966779381729347,-2.608732097918723,-4.207568605948648
-3.9515933170373305,2.9511028822601832,-3.1986401645004694,-5.139373652050825
-5.844020300070529,1.005547140148248,-4.305371352830407,-6.583126818790309
-2.666450144487352,3.9734944941813275,-1.82046797889067,-3.311917948946749
-4.703740209864378,2.3888519934585726,-2.0131605720807135,-4.4498879718601945
-5.859500256920887,1.1516825834051294,-3.255315564930512,-5.894063433167084
-2.2977525436805077,,-0.5147563642220221,-2.8351753700003237
-4.281713154127095,1.93288926915224,-4.103296065612567,-5.601597667871904
-4.3495033115980375,2.6157074906257987,-2.8071516787315334,-4.930232517245898
-4.679437433824301,2.14158437521371,-3.468018162347808,-5.694038819395476
-1.8817073444654782,,-1.3894770012050262,-2.797142678769687
-4.767700495811645,2.0274777240313266,-2.514543665139725,-4.611959519435833
-2.6776377258683546,4.514662059143706,-1.8659684869498832,-3.795632604274541
-4.3605854894309415,2.798750676404349,-2.426469715135881,-4.4512163548718995
-2.278287322351818,4.357799698597303,-2.79875865222853,-3.830606239375021
-0.8241249466641881,2.8933420503069653,-1.1173603289123548,3.61028664109669
-0.6599758584887782,2.7702981954309287,-1.5663769551402227,3.9205703628730437
-1.0342051974798543,2.91720904822009,-2.357663438493792,4.026727882899537
1.6607007327207814,,0.26648335226511555,6.424670001894519
-2.0322439846112905,2.15912865787993,-1.9752350916450434,2.944050076369371
0.8993434388537433,4.299062051334956,-0.3796850138758048,4.898162588643358
0.848057214869151,,-0.20990452155328287,6.550374099336055
0.589018322902374,2.8882391766824123,-2.2241863962725255,4.258568551426952
-0.6920664271555939,3.214761005456353,-2.309432394684637,4.720747547516249
-1.1054955124775458,2.796605219240467,-2.784376386396958,4.271533287753678
0.9750783306552044,4.1532654081792435,-0.4627905601710869,4.632602679150005
0.7477759599536107,4.516569374602005,-1.0889957877628544,5.699717737235163
-1.145141445525272,4.088697074963755,-1.0895206092136263,4.892233583704977
0.3765612331847351,4.365653697569294,-2.0018986734285407,6.406268114482913
0.6290630938949859,3.3763257323263187,-1.9850398913388718,5.616795901653638
-0.6951708940034691,3.3230834402459117,-1.8295572389161292,4.4039581967370225
0.5547312431883606,,-0.12896125423417382,5.390566829274142
-0.06168396880500307,4.4091258139490614,-0.7053293275294011,4.762992978247763
0.6104429810771032,,-0.049348484581949625,6.614780665565793
4.377393025583979,,0.4457954400024011,8.419033789625697
-2.2280171800387927,1.7034589103800652,-2.978619403393049,2.5700711678135897
0.938145517871142,4.240743174309115,-0.7153064476787543,5.355332034081002
-0.9845456770858827,3.14685624758124,-1.2930555680587463,3.358416348456872
0.46831084916926924,3.1552625629992637,-2.140292724267076,4.506943730858832
0.9898056276366753,,-0.49972492900507115,6.195366022416372
-0.6853070910284449,3.566112432308143,-1.741869825466998,4.273026319764828
0.694740550960444,,-1.1362975453548263,5.995772726261257
-0.0526259765764969,3.9662536223039817,-1.8121239084243759,5.208424730210865
-0.5665788740651605,4.294043323460803,-1.2919375064771066,5.746215123162865
0.07696716366626538,2.5195589159662224,-2.9849925109257933,3.968860056556238
-1.7798126715896485,4.082640789715821,-1.1112874559956922,4.326844693872784
-0.32023489998178095,3.15537659442665,-1.4886768206869432,4.371665733356149
-1.2362710535625103,3.920731971664676,-0.8977895325394468,4.179881403284027
-1.7125275168878238,2.664561009757793,-1.3069202908378097,2.995133780646157
3.0277149517487607,3.7585862467150624,-1.3311089627741857,5.14654456085021
-0.02167340113005753,2.924174867716684,-2.452541195739947,4.062732118085773
-0.8927888840025536,3.064054164049473,-1.6613211230781106,4.403618023284857
0.6449362529873844,4.1293110261833155,-1.1753778271633861,5.4920858510632184
-0.5100552829818612,2.723161962509257,-1.8838283230033241,3.2373942466762635
-0.9485930248717859,4.0217445700766055,-0.9158782386238032,3.8236295393805233
0.29067344712027,4.392463111235559,-0.4710252513214541,5.374117902368805
0.8436428522655399,,-1.0135035667252024,6.251430363815105
-1.8644230828536816,3.6627253238512054,-1.7033243398341216,4.503060652822394
1.8677477457258438,,-0.03836399855842343,6.463896527387863
-0.7570338977838035,3.553912192576158,-1.68423582653477,4.9346110637858684
-0.043935948579698514,3.0662696113006156,-2.897185717276038,4.905031254980267
-0.32579762591761485,3.485135864882153,-1.5905170519172764,3.643987845020365
0.40977180914422984,3.6289995716402754,-1.8805891423861765,4.909748683711958
0.24046756176873496,3.8427944243189933,-1.616072738852478,4.744007062646632
-1.0132406275795152,3.182026268325993,-1.8364424254788019,4.473301614385016
-0.3299799507743828,3.757426810458679,-1.5224081243425511,5.216431142018995
-2.181724106580734,2.5390624231602454,-1.746212375142485,3.198694110788738
0.11415560979824191,3.5555582300352824,-0.8857510387675119,4.314526096965502
0.9099099875365477,3.9723083668509176,-0.9060854718016481,5.622753686939225
0.13886220284527356,4.526554902826452,-0.5475532701091659,5.593767645126908
-3.30070435169771,1.1612867856833096,-3.299005544258553,2.042045408274735
1.1640299767827238,4.167515351811497,-0.7900874262104548,6.440786886800044
